,City,FlightNumber,FlightStatus,OriginAirport,ScheduledTime,AirLine
939,EDDS,UA 8772,Expected,Bologna,2022-06-08 08:40+02:00,United
940,EDDS,UA 8805,Arrived,Rome,2022-06-08 08:55+02:00,United
941,EDDS,UA 8808,Arrived,Birmingham,2022-06-08 08:30+02:00,United
942,EDDS,UA 8818,Expected,London,2022-06-08 08:00+02:00,United
943,EDDS,UA 8826,Arrived,District of Columbia,2022-06-08 08:10+02:00,United
944,EDDS,UA 8867,Arrived,Houston,2022-06-08 08:20+02:00,United
945,EDDS,UA 8881,Arrived,Lyon,2022-06-08 08:55+02:00,United
946,EDDS,UA 8922,Expected,Paris,2022-06-08 08:30+02:00,United
947,EDDS,UA 8982,Arrived,Madrid,2022-06-08 08:40+02:00,United
948,EDDS,UA 9015,Arrived,Stockholm,2022-06-08 08:15+02:00,United
949,EDDS,UA 9023,Arrived,Budapest,2022-06-08 08:15+02:00,United
950,EDDS,UA 9025,Arrived,Cairo,2022-06-08 08:45+02:00,United
951,EDDS,UA 9043,Arrived,Manchester,2022-06-08 08:50+02:00,United
952,EDDS,UA 9044,Arrived,Marseille,2022-06-08 08:35+02:00,United
953,EDDS,UA 9047,Arrived,Helsinki,2022-06-08 08:05+02:00,United
954,EDDS,UA 9055,Arrived,Nice,2022-06-08 08:30+02:00,United
955,EDDS,UA 9064,Canceled,Milan,2022-06-08 08:40+02:00,United
956,EDDS,UA 9095,Arrived,Oslo,2022-06-08 08:50+02:00,United
957,EDDS,UA 9121,Arrived,Tel Aviv Yafo,2022-06-08 08:20+02:00,United
958,EDDS,UA 9127,Arrived,Istanbul,2022-06-08 08:15+02:00,United
959,EDDS,UA 9141,Arrived,Nápoli,2022-06-08 08:45+02:00,United
960,EDDS,UA 9147,Expected,Amsterdam,2022-06-08 08:05+02:00,United
961,EDDS,UA 9191,Arrived,Belgrade,2022-06-08 08:05+02:00,United
962,EDDS,UA 9200,Expected,Nice,2022-06-08 08:05+02:00,United
963,EDDS,UA 9263,Arrived,Gdańsk,2022-06-08 08:30+02:00,United
964,EDDS,UA 9305,Arrived,Milan,2022-06-08 08:25+02:00,United
965,EDDS,UA 9385,Expected,Kraków,2022-06-08 08:40+02:00,United
966,EDDS,UA 9424,Arrived,Warsaw,2022-06-08 08:15+02:00,United
967,EDDS,UA 9516,Arrived,Paris,2022-06-08 08:45+02:00,United
968,EDDS,UA 9520,Expected,Sofia,2022-06-08 08:00+02:00,United
969,EDDS,UA 9531,Expected,Goteborg,2022-06-08 08:00+02:00,United
970,EDDS,UA 9568,Arrived,Zagreb,2022-06-08 08:15+02:00,United
971,EDDS,UA 9580,Expected,Prague,2022-06-08 08:25+02:00,United
972,EDDS,UA 9753,Arrived,Geneva,2022-06-08 08:10+02:00,United
973,EDDS,UA 9861,Arrived,Vienna,2022-06-08 08:40+02:00,United
974,EDDS,WY 5514,Arrived,Helsinki,2022-06-08 08:05+02:00,Oman Air
975,EDDS,WY 5517,Arrived,Dublin,2022-06-08 08:50+02:00,Oman Air
976,EDDS,WY 5519,Arrived,Oslo,2022-06-08 08:50+02:00,Oman Air
977,EDDS,WY 5520,Arrived,Madrid,2022-06-08 08:40+02:00,Oman Air
978,EDDS,WY 5592,Expected,Prague,2022-06-08 08:25+02:00,Oman Air
979,EDDS,WY 5595,Arrived,Warsaw,2022-06-08 08:15+02:00,Oman Air
980,EDDS,XQ 141,Expected,Antalya,2022-06-08 08:00+02:00,SunExpress
981,EDDS,XQ 683,Expected,Dalaman,2022-06-08 08:10+02:00,SunExpress
982,EDDS,4Y 65,Arrived,Tampa,2022-06-08 09:15+02:00,Airbus Transport International
983,EDDS,A3 1431,Arrived,Brussels,2022-06-08 09:15+02:00,Aegean
984,EDDS,A3 1470,Arrived,Leipzig,2022-06-08 09:30+02:00,Aegean
985,EDDS,A3 1555,Arrived,Hanover,2022-06-08 09:25+02:00,Aegean
986,EDDS,A3 1565,Arrived,Hamburg,2022-06-08 09:30+02:00,Aegean
987,EDDS,A3 1580,Arrived,Berlin,2022-06-08 09:55+02:00,Aegean
988,EDDS,A3 1835,Arrived,Athens,2022-06-08 09:00+02:00,Aegean
989,EDDS,AC 2986,Arrived,Dubrovnik,2022-06-08 09:30+02:00,Air Canada
990,EDDS,AC 2996,Arrived,Zagreb,2022-06-08 09:15+02:00,Air Canada
991,EDDS,AC 9005,Arrived,Bremen,2022-06-08 09:15+02:00,Air Canada
992,EDDS,AC 9057,Arrived,Bangalore,2022-06-08 09:00+02:00,Air Canada
993,EDDS,AC 9085,Arrived,Zurich,2022-06-08 09:15+02:00,Air Canada
994,EDDS,AC 9127,Arrived,Stuttgart,2022-06-08 09:15+02:00,Air Canada
995,EDDS,AC 9137,Arrived,Nuremberg,2022-06-08 09:10+02:00,Air Canada
996,EDDS,AC 9183,Arrived,Barcelona,2022-06-08 09:00+02:00,Air Canada
997,EDDS,AC 9201,Arrived,Athens,2022-06-08 09:00+02:00,Air Canada
998,EDDS,AC 9231,Arrived,Porto,2022-06-08 09:40+02:00,Air Canada
999,EDDS,AC 9323,Arrived,Brussels,2022-06-08 09:15+02:00,Air Canada
1000,EDDS,AC 9357,Arrived,Lisbon,2022-06-08 09:05+02:00,Air Canada
1001,EDDS,AC 9464,Arrived,Seattle,2022-06-08 09:35+02:00,Air Canada
1002,EDDS,AC 9505,Arrived,Munich,2022-06-08 09:00+02:00,Air Canada
1003,EDDS,AF 1518,Arrived,Paris,2022-06-08 09:00+02:00,Air France
1004,EDDS,AM 6902,Arrived,Madrid,2022-06-08 09:50+02:00,Aeromexico
1005,EDDS,DE 2415,Arrived,Halifax,2022-06-08 09:15+02:00,Condor
1006,EDDS,DE 2427,Arrived,Whitehorse,2022-06-08 09:50+02:00,Condor
1007,EDDS,DL 106,Arrived,New York,2022-06-08 09:50+02:00,Delta Air Lines
1008,EDDS,EY 4165,Arrived,Barcelona,2022-06-08 09:00+02:00,Etihad Airways
1009,EDDS,EY 4343,Arrived,Madrid,2022-06-08 09:50+02:00,Etihad Airways
1010,EDDS,HRN 221,Arrived,Hamburg,2022-06-08 09:39+02:00,HRN
1011,EDDS,KL 1763,Arrived,Amsterdam,2022-06-08 09:35+02:00,KLM
1012,EDDS,LG 1514,Arrived,Porto,2022-06-08 09:40+02:00,Luxair
1013,EDDS,LG 1530,Arrived,Athens,2022-06-08 09:00+02:00,Luxair
1014,EDDS,LH 1005,Arrived,Brussels,2022-06-08 09:15+02:00,Lufthansa
1015,EDDS,LH 1139,Arrived,Barcelona,2022-06-08 09:00+02:00,Lufthansa
1016,EDDS,LH 1181,Arrived,Porto,2022-06-08 09:40+02:00,Lufthansa
1017,EDDS,LH 1183,Arrived,Zurich,2022-06-08 09:15+02:00,Lufthansa
1018,EDDS,LH 1201,Arrived,Bâle/Mulhouse,2022-06-08 09:25+02:00,Lufthansa
1019,EDDS,LH 1285,Arrived,Athens,2022-06-08 09:00+02:00,Lufthansa
1020,EDDS,LH 131,Arrived,Stuttgart,2022-06-08 09:15+02:00,Lufthansa
1021,EDDS,CI 9235,Arrived,Madrid,2022-06-08 09:50+02:00,China
1022,EDDS,LH 1497,Arrived,Lisbon,2022-06-08 09:05+02:00,Lufthansa
1023,EDDS,LH 159,Arrived,Leipzig,2022-06-08 09:30+02:00,Lufthansa
1024,EDDS,LH 177,Arrived,Berlin,2022-06-08 09:55+02:00,Lufthansa
1025,EDDS,LH 353,Arrived,Bremen,2022-06-08 09:15+02:00,Lufthansa
1026,EDDS,LH 491,Arrived,Seattle,2022-06-08 09:35+02:00,Lufthansa
1027,EDDS,LH 51,Arrived,Hanover,2022-06-08 09:25+02:00,Lufthansa
1028,EDDS,LH 5715,Arrived,Warsaw,2022-06-08 09:40+02:00,Lufthansa
1029,EDDS,LH 5991,Arrived,Dubrovnik,2022-06-08 09:30+02:00,Lufthansa
1030,EDDS,LH 6007,Arrived,Zagreb,2022-06-08 09:15+02:00,Lufthansa
1031,EDDS,LH 755,Arrived,Bangalore,2022-06-08 09:00+02:00,Lufthansa
1032,EDDS,LH 9,Arrived,Hamburg,2022-06-08 09:30+02:00,Lufthansa
1033,EDDS,LH 921,Arrived,London,2022-06-08 09:05+02:00,Lufthansa
1034,EDDS,LH 9423,Arrived,İzmir,2022-06-08 09:35+02:00,Lufthansa
1035,EDDS,LH 95,Arrived,Munich,2022-06-08 09:00+02:00,Lufthansa
1036,EDDS,LO 381,Arrived,Warsaw,2022-06-08 09:40+02:00,LOT - Polish
1037,EDDS,LO 4290,Arrived,Dubrovnik,2022-06-08 09:30+02:00,LOT - Polish
1038,EDDS,LX 3612,Arrived,Zurich,2022-06-08 09:15+02:00,SWISS
1039,EDDS,LX 3936,Arrived,Bâle/Mulhouse,2022-06-08 09:25+02:00,SWISS
1040,EDDS,NH 5405,CanceledUncertain,Bâle/Mulhouse,2022-06-08 09:25+02:00,ANA
1041,EDDS,NH 6165,Expected,Porto,2022-06-08 09:40+02:00,ANA
1042,EDDS,NH 6216,CanceledUncertain,Stuttgart,2022-06-08 09:15+02:00,ANA
1043,EDDS,NH 6224,CanceledUncertain,Hanover,2022-06-08 09:25+02:00,ANA
1044,EDDS,NH 6226,CanceledUncertain,Leipzig,2022-06-08 09:30+02:00,ANA
1045,EDDS,NH 6230,CanceledUncertain,Nuremberg,2022-06-08 09:10+02:00,ANA
1046,EDDS,NH 6720,Arrived,Warsaw,2022-06-08 09:40+02:00,ANA
1047,EDDS,OCN 513,Arrived,Palma De Mallorca,2022-06-08 09:54+02:00,OCN
1048,EDDS,OCN 8N,Arrived,Tampa,2022-06-08 09:30+02:00,OCN
1049,EDDS,BA 902,Arrived,London,2022-06-08 09:40+02:00,British Airways
1050,EDDS,AY 1411,Arrived,Helsinki,2022-06-08 09:20+02:00,Finnair
1051,EDDS,LH 145,Arrived,Nuremberg,2022-06-08 09:10+02:00,Lufthansa
1052,EDDS,OU 5445,Arrived,Hamburg,2022-06-08 09:30+02:00,Croatia
1053,EDDS,OU 5489,Arrived,London,2022-06-08 09:05+02:00,Croatia
1054,EDDS,OU 5863,Arrived,Warsaw,2022-06-08 09:40+02:00,Croatia
1055,EDDS,OZ 6902,Arrived,Warsaw,2022-06-08 09:40+02:00,Asiana
1056,EDDS,OZ 9372,Arrived,Zagreb,2022-06-08 09:15+02:00,Asiana
1057,EDDS,OZ 9378,Arrived,Dubrovnik,2022-06-08 09:30+02:00,Asiana
1058,EDDS,SK 3141,Arrived,Bâle/Mulhouse,2022-06-08 09:25+02:00,SAS
1059,EDDS,SK 3223,Arrived,Bangalore,2022-06-08 09:00+02:00,SAS
1060,EDDS,SK 3253,Arrived,Lisbon,2022-06-08 09:05+02:00,SAS
1061,EDDS,SK 3275,Arrived,Porto,2022-06-08 09:40+02:00,SAS
1062,EDDS,SK 8553,Arrived,Nuremberg,2022-06-08 09:10+02:00,SAS
1063,EDDS,SK 9300,Arrived,Zagreb,2022-06-08 09:15+02:00,SAS
1064,EDDS,SK 9312,Arrived,Dubrovnik,2022-06-08 09:30+02:00,SAS
1065,EDDS,SN 7017,Arrived,Brussels,2022-06-08 09:15+02:00,Brussels
1066,EDDS,SQ 2019,Arrived,Stuttgart,2022-06-08 09:15+02:00,Singapore
1067,EDDS,SQ 2027,Arrived,Nuremberg,2022-06-08 09:10+02:00,Singapore
1068,EDDS,SQ 2029,Arrived,Bremen,2022-06-08 09:15+02:00,Singapore
1069,EDDS,SQ 2031,Arrived,Leipzig,2022-06-08 09:30+02:00,Singapore
1070,EDDS,SQ 2033,Arrived,Hanover,2022-06-08 09:25+02:00,Singapore
1071,EDDS,SQ 2057,Arrived,Hamburg,2022-06-08 09:30+02:00,Singapore
1072,EDDS,SQ 2101,Arrived,Porto,2022-06-08 09:40+02:00,Singapore
1073,EDDS,SQ 2381,Arrived,Warsaw,2022-06-08 09:40+02:00,Singapore
1074,EDDS,SQ 2414,Arrived,Dubrovnik,2022-06-08 09:30+02:00,Singapore
1075,EDDS,TP 6685,Arrived,Porto,2022-06-08 09:40+02:00,TAP Air Portugal
1076,EDDS,TP 6705,Arrived,Lisbon,2022-06-08 09:05+02:00,TAP Air Portugal
1077,EDDS,TP 6876,Arrived,Dubrovnik,2022-06-08 09:30+02:00,TAP Air Portugal
1078,EDDS,TP 7731,Arrived,Bremen,2022-06-08 09:15+02:00,TAP Air Portugal
1079,EDDS,TP 7789,Arrived,Nuremberg,2022-06-08 09:10+02:00,TAP Air Portugal
1080,EDDS,TP 7951,Arrived,Athens,2022-06-08 09:00+02:00,TAP Air Portugal
1081,EDDS,UA 182,Arrived,Denver,2022-06-08 09:20+02:00,United
1082,EDDS,UA 6847,Arrived,Warsaw,2022-06-08 09:40+02:00,United
1083,EDDS,UA 7255,Arrived,Dubrovnik,2022-06-08 09:30+02:00,United
1084,EDDS,UA 7267,Arrived,Zagreb,2022-06-08 09:15+02:00,United
1085,EDDS,OS 7220,Arrived,Lisbon,2022-06-08 09:05+02:00,Austrian
1086,EDDS,OU 410,Arrived,Zagreb,2022-06-08 09:15+02:00,Croatia
1087,EDDS,OU 418,Arrived,Dubrovnik,2022-06-08 09:30+02:00,Croatia
1088,EDDS,UA 8718,Arrived,Seattle,2022-06-08 09:35+02:00,United
1089,EDDS,UA 8761,Arrived,Nuremberg,2022-06-08 09:10+02:00,United
1090,EDDS,UA 8862,Arrived,Zurich,2022-06-08 09:15+02:00,United
1091,EDDS,UA 8933,Arrived,Hamburg,2022-06-08 09:30+02:00,United
1092,EDDS,UA 8935,Arrived,Hanover,2022-06-08 09:25+02:00,United
1093,EDDS,UA 8965,Arrived,Stuttgart,2022-06-08 09:15+02:00,United
1094,EDDS,UA 8995,Arrived,Bremen,2022-06-08 09:15+02:00,United
1095,EDDS,UA 9004,Arrived,Porto,2022-06-08 09:40+02:00,United
1096,EDDS,UA 9007,Arrived,Leipzig,2022-06-08 09:30+02:00,United
1097,EDDS,UA 907,Arrived,Chicago,2022-06-08 09:45+02:00,United
1098,EDDS,UA 9159,Arrived,Lisbon,2022-06-08 09:05+02:00,United
1099,EDDS,UA 9214,Arrived,Berlin,2022-06-08 09:55+02:00,United
1100,EDDS,UA 9301,Arrived,Athens,2022-06-08 09:00+02:00,United
1101,EDDS,UA 9317,Arrived,Barcelona,2022-06-08 09:00+02:00,United
1102,EDDS,UA 9369,Arrived,Bâle/Mulhouse,2022-06-08 09:25+02:00,United
1103,EDDS,UA 9546,Arrived,London,2022-06-08 09:05+02:00,United
1104,EDDS,UA 9570,Arrived,Brussels,2022-06-08 09:15+02:00,United
1105,EDDS,UA 960,Arrived,Newark,2022-06-08 09:10+02:00,United
1106,EDDS,UX 1503,Arrived,Madrid,2022-06-08 09:50+02:00,Air Europa
1107,EDDS,VN 3166,Arrived,Madrid,2022-06-08 09:50+02:00,Vietnam
1108,EDDS,WY 5539,Arrived,Barcelona,2022-06-08 09:00+02:00,Oman Air
1109,EDDS,XQ 910,Arrived,İzmir,2022-06-08 09:35+02:00,SunExpress
1110,EDDS,4Y 513,Arrived,Palma De Mallorca,2022-06-08 10:05+02:00,Airbus Transport International
1111,EDDS,A3 1607,Arrived,London,2022-06-08 10:05+02:00,Aegean
1112,EDDS,A3 3081,Arrived,Calgary,2022-06-08 10:55+02:00,Aegean
1113,EDDS,A3 830,Arrived,Athens,2022-06-08 10:15+02:00,Aegean
1114,EDDS,AC 2994,Arrived,Zagreb,2022-06-08 10:40+02:00,Air Canada
1115,EDDS,AC 6065,Arrived,Athens,2022-06-08 10:15+02:00,Air Canada
1116,EDDS,AC 848,Arrived,Calgary,2022-06-08 10:55+02:00,Air Canada
1117,EDDS,AC 9011,Arrived,Barcelona,2022-06-08 10:10+02:00,Air Canada
1118,EDDS,AC 9022,Canceled,Geneva,2022-06-08 10:40+02:00,Air Canada
1119,EDDS,AC 9347,Arrived,Munich,2022-06-08 10:00+02:00,Air Canada
1120,EDDS,AC 9550,Arrived,Berlin,2022-06-08 10:55+02:00,Air Canada
1121,EDDS,AC 9568,Arrived,Münster,2022-06-08 10:55+02:00,Air Canada
1122,EDDS,AC 9619,Arrived,Milan,2022-06-08 10:25+02:00,Air Canada
1123,EDDS,BA 8761,Arrived,London,2022-06-08 10:40+02:00,British Airways
1124,EDDS,BT 5631,Arrived,Bucharest,2022-06-08 10:15+02:00,Air Baltic
1125,EDDS,CA 6250,Arrived,São Paulo,2022-06-08 10:50+02:00,Air China LTD
1126,EDDS,CJ 924,Arrived,London,2022-06-08 10:23+02:00,BA Cityflyer
1127,EDDS,DE 1773,Arrived,Palma De Mallorca,2022-06-08 10:10+02:00,Condor
1128,EDDS,DE 1809,Arrived,Olbia,2022-06-08 10:50+02:00,Condor
1129,EDDS,DE 2063,Arrived,Las Vegas,2022-06-08 10:30+02:00,Condor
1130,EDDS,EI 650,Arrived,Dublin,2022-06-08 10:10+02:00,Aer Lingus
1131,EDDS,IR 721,Arrived,Tehran,2022-06-08 10:20+02:00,Iran Air
1132,EDDS,LH 1007,Arrived,Brussels,2022-06-08 10:30+02:00,Lufthansa
1133,EDDS,LH 1027,Arrived,Paris,2022-06-08 10:40+02:00,Lufthansa
1134,EDDS,LH 11,Arrived,Hamburg,2022-06-08 10:30+02:00,Lufthansa
1135,EDDS,LH 181,Arrived,Berlin,2022-06-08 10:55+02:00,Lufthansa
1136,EDDS,LH 247,Arrived,Milan,2022-06-08 10:25+02:00,Lufthansa
1137,EDDS,LH 455,Arrived,San Francisco,2022-06-08 10:30+02:00,Lufthansa
1138,EDDS,LH 457,Arrived,Los Angeles,2022-06-08 10:50+02:00,Lufthansa
1139,EDDS,LH 507,Arrived,São Paulo,2022-06-08 10:50+02:00,Lufthansa
1140,EDDS,LH 5915,Arrived,Athens,2022-06-08 10:15+02:00,Lufthansa
1141,EDDS,LH 6001,Arrived,Zagreb,2022-06-08 10:40+02:00,Lufthansa
1142,EDDS,LH 65,Arrived,Münster,2022-06-08 10:55+02:00,Lufthansa
1143,EDDS,LH 6793,Arrived,Calgary,2022-06-08 10:55+02:00,Lufthansa
1144,EDDS,LH 923,Arrived,London,2022-06-08 10:05+02:00,Lufthansa
1145,EDDS,LH 927,Arrived,London,2022-06-08 10:10+02:00,Lufthansa
1146,EDDS,LH 9419,Arrived,Antalya,2022-06-08 10:35+02:00,Lufthansa
1147,EDDS,LH 99,Arrived,Munich,2022-06-08 10:00+02:00,Lufthansa
1148,EDDS,LX 3600,Arrived,Zurich,2022-06-08 10:35+02:00,SWISS
1149,EDDS,LX 3662,Canceled,Geneva,2022-06-08 10:40+02:00,SWISS
1150,EDDS,ME 217,Arrived,Beirut,2022-06-08 10:25+02:00,Middle East
1151,EDDS,MU 721Q,Arrived,Unknown,2022-06-08 10:54+02:00,China Eastern
1152,EDDS,NH 5442,CanceledUncertain,Barcelona,2022-06-08 10:10+02:00,ANA
1153,EDDS,NH 5872,CanceledUncertain,Paris,2022-06-08 10:40+02:00,ANA
1154,EDDS,NH 5895,Arrived,São Paulo,2022-06-08 10:50+02:00,ANA
1155,EDDS,NH 6154,CanceledUncertain,Milan,2022-06-08 10:25+02:00,ANA
1156,EDDS,NH 6168,CanceledUncertain,Brussels,2022-06-08 10:30+02:00,ANA
1157,EDDS,NH 6178,Canceled,Geneva,2022-06-08 10:40+02:00,ANA
1158,EDDS,NH 6208,CanceledUncertain,Berlin,2022-06-08 10:55+02:00,ANA
1159,EDDS,NH 6214,CanceledUncertain,Munich,2022-06-08 10:00+02:00,ANA
1160,EDDS,NH 6228,Arrived,Münster,2022-06-08 10:55+02:00,ANA
1161,EDDS,NH 6234,CanceledUncertain,London,2022-06-08 10:10+02:00,ANA
1162,EDDS,NH 6248,CanceledUncertain,Zurich,2022-06-08 10:35+02:00,ANA
1163,EDDS,NZ 4217,Arrived,Los Angeles,2022-06-08 10:50+02:00,Air New Zealand
1164,EDDS,NZ 4221,Arrived,San Francisco,2022-06-08 10:30+02:00,Air New Zealand
1165,EDDS,OS 7320,Arrived,Los Angeles,2022-06-08 10:50+02:00,Austrian
1166,EDDS,OS 7326,Arrived,San Francisco,2022-06-08 10:30+02:00,Austrian
1167,EDDS,OS 8208,Arrived,Calgary,2022-06-08 10:55+02:00,Austrian
1168,EDDS,LH 1213,Canceled,Geneva,2022-06-08 10:40+02:00,Lufthansa
1169,EDDS,LH 1185,Arrived,Zurich,2022-06-08 10:35+02:00,Lufthansa
1170,EDDS,LH 1137,Arrived,Barcelona,2022-06-08 10:10+02:00,Lufthansa
1171,EDDS,OU 416,Arrived,Zagreb,2022-06-08 10:40+02:00,Croatia
1172,EDDS,OU 5461,Arrived,Berlin,2022-06-08 10:55+02:00,Croatia
1173,EDDS,OU 5941,Arrived,Calgary,2022-06-08 10:55+02:00,Croatia
1174,EDDS,OZ 9374,Arrived,Zagreb,2022-06-08 10:40+02:00,Asiana
1175,EDDS,PK 5587,Arrived,Istanbul,2022-06-08 10:15+02:00,Pakistan International
1176,EDDS,RO 301,Arrived,Bucharest,2022-06-08 10:15+02:00,TAROM
1177,EDDS,SK 3379,Arrived,Barcelona,2022-06-08 10:10+02:00,SAS
1178,EDDS,SK 9306,Arrived,Zagreb,2022-06-08 10:40+02:00,SAS
1179,EDDS,SN 7001,Arrived,Brussels,2022-06-08 10:30+02:00,Brussels
1180,EDDS,SN 7249,Arrived,San Francisco,2022-06-08 10:30+02:00,Brussels
1181,EDDS,SN 7251,Arrived,Los Angeles,2022-06-08 10:50+02:00,Brussels
1182,EDDS,SQ 2017,Arrived,Berlin,2022-06-08 10:55+02:00,Singapore
1183,EDDS,SQ 2037,Arrived,Brussels,2022-06-08 10:30+02:00,Singapore
1184,EDDS,SQ 2045,Canceled,Geneva,2022-06-08 10:40+02:00,Singapore
1185,EDDS,SQ 2113,Arrived,Munich,2022-06-08 10:00+02:00,Singapore
1186,EDDS,SQ 2181,Arrived,Milan,2022-06-08 10:25+02:00,Singapore
1187,EDDS,SQ 2197,Arrived,São Paulo,2022-06-08 10:50+02:00,Singapore
1188,EDDS,SQ 2406,Arrived,Zagreb,2022-06-08 10:40+02:00,Singapore
1189,EDDS,SQ 25,Arrived,New York,2022-06-08 10:40+02:00,Singapore
1190,EDDS,SQ 2860,Arrived,Athens,2022-06-08 10:15+02:00,Singapore
1191,EDDS,TG 7695,Canceled,Geneva,2022-06-08 10:40+02:00,Thai Airways International
1192,EDDS,TK 1587,Arrived,Istanbul,2022-06-08 10:15+02:00,Turkish
1193,EDDS,TP 6862,Arrived,Zagreb,2022-06-08 10:40+02:00,TAP Air Portugal
1194,EDDS,TP 7438,Arrived,Athens,2022-06-08 10:15+02:00,TAP Air Portugal
1195,EDDS,TP 7717,Arrived,Berlin,2022-06-08 10:55+02:00,TAP Air Portugal
1196,EDDS,TP 7863,Arrived,Münster,2022-06-08 10:55+02:00,TAP Air Portugal
1197,EDDS,UA 6899,Arrived,Istanbul,2022-06-08 10:15+02:00,United
1198,EDDS,UA 7269,Arrived,Zagreb,2022-06-08 10:40+02:00,United
1199,EDDS,UA 8584,Arrived,Calgary,2022-06-08 10:55+02:00,United
1200,EDDS,UA 8774,Arrived,Brussels,2022-06-08 10:30+02:00,United
1201,EDDS,UA 8812,Arrived,London,2022-06-08 10:05+02:00,United
1202,EDDS,UA 8828,Arrived,San Francisco,2022-06-08 10:30+02:00,United
1203,EDDS,UA 8844,Arrived,Los Angeles,2022-06-08 10:50+02:00,United
1204,EDDS,UA 8875,Canceled,Geneva,2022-06-08 10:40+02:00,United
1205,EDDS,UA 8877,Arrived,Zurich,2022-06-08 10:35+02:00,United
1206,EDDS,UA 8945,Arrived,Munich,2022-06-08 10:00+02:00,United
1207,EDDS,UA 8969,Arrived,Berlin,2022-06-08 10:55+02:00,United
1208,EDDS,UA 9063,Arrived,Milan,2022-06-08 10:25+02:00,United
1209,EDDS,UA 9304,Arrived,Barcelona,2022-06-08 10:10+02:00,United
1210,EDDS,UA 9356,Arrived,Paris,2022-06-08 10:40+02:00,United
1211,EDDS,UA 9565,Arrived,Münster,2022-06-08 10:55+02:00,United
1212,EDDS,XQ 144,Arrived,Antalya,2022-06-08 10:35+02:00,SunExpress
1213,EDDS,XRO 383,Arrived,Unknown,2022-06-08 10:19+02:00,XRO
1214,EDDS,4Y 1205,Arrived,Heraklion,2022-06-08 11:55+02:00,Airbus Transport International
1215,EDDS,4Y 211,Arrived,Houmt El Souk,2022-06-08 11:30+02:00,Airbus Transport International
1216,EDDS,A3 3075,Arrived,Toronto,2022-06-08 11:10+02:00,Aegean
1217,EDDS,AA 8824,Arrived,Madrid,2022-06-08 11:25+02:00,American
1218,EDDS,AC 9074,Arrived,Amsterdam,2022-06-08 11:10+02:00,Air Canada
1219,EDDS,AC 9079,Arrived,Warsaw,2022-06-08 11:35+02:00,Air Canada
1220,EDDS,AC 9083,Arrived,Lisbon,2022-06-08 11:30+02:00,Air Canada
1221,EDDS,AC 9100,Arrived,Vancouver,2022-06-08 11:00+02:00,Air Canada
1222,EDDS,AC 9118,Arrived,Berlin,2022-06-08 11:55+02:00,Air Canada
1223,EDDS,AC 9148,Arrived,Leipzig,2022-06-08 11:35+02:00,Air Canada
1224,EDDS,AC 9178,Arrived,Madrid,2022-06-08 11:00+02:00,Air Canada
1225,EDDS,AC 9225,Arrived,Stuttgart,2022-06-08 11:35+02:00,Air Canada
1226,EDDS,AC 9236,Arrived,Hanover,2022-06-08 11:35+02:00,Air Canada
1227,EDDS,AC 9242,Arrived,Duesseldorf,2022-06-08 11:25+02:00,Air Canada
1228,EDDS,AC 9262,Arrived,Dresden,2022-06-08 11:55+02:00,Air Canada
1229,EDDS,AC 9272,Arrived,Copenhagen,2022-06-08 11:05+02:00,Air Canada
1230,EDDS,AC 9287,Arrived,Prague,2022-06-08 11:15+02:00,Air Canada
1231,EDDS,AC 9333,Arrived,Budapest,2022-06-08 11:15+02:00,Air Canada
1232,EDDS,AC 9371,Arrived,Nice,2022-06-08 11:50+02:00,Air Canada
1233,EDDS,AC 9395,Arrived,Toulouse-Blagnac,2022-06-08 11:50+02:00,Air Canada
1234,EDDS,AC 9498,Canceled,Milan,2022-06-08 11:55+02:00,Air Canada
1235,EDDS,AC 9541,Arrived,Tel Aviv Yafo,2022-06-08 11:30+02:00,Air Canada
1236,EDDS,AC 9968,Arrived,Stockholm,2022-06-08 11:15+02:00,Air Canada
1237,EDDS,AF 1618,Arrived,Paris,2022-06-08 11:25+02:00,Air France
1238,EDDS,AY 5626,Arrived,Madrid,2022-06-08 11:25+02:00,Finnair
1239,EDDS,CLF 383,Arrived,Unknown,2022-06-08 11:54+02:00,CLF
1240,EDDS,DE 1499,Arrived,Palma De Mallorca,2022-06-08 11:05+02:00,Condor
1241,EDDS,DE 1581,Arrived,Kerkyra Island,2022-06-08 11:20+02:00,Condor
1242,EDDS,DE 1589,Arrived,Santorini Island,2022-06-08 11:15+02:00,Condor
1243,EDDS,EN 271,Canceled,Milan,2022-06-08 11:55+02:00,Air Dolomiti
1244,EDDS,EN 8051,Arrived,Innsbruck,2022-06-08 11:45+02:00,Air Dolomiti
1245,EDDS,EN 8061,Arrived,Graz,2022-06-08 11:45+02:00,Air Dolomiti
1246,EDDS,EN 8843,Canceled,Torino,2022-06-08 11:35+02:00,Air Dolomiti
1247,EDDS,EN 8871,Canceled,Pisa,2022-06-08 11:50+02:00,Air Dolomiti
1248,EDDS,ET 1617,Arrived,New York,2022-06-08 11:50+02:00,ET
1249,EDDS,IB 8706,Arrived,Madrid,2022-06-08 11:25+02:00,Iberia
1250,EDDS,KL 1765,Arrived,Amsterdam,2022-06-08 11:00+02:00,KLM
1251,EDDS,AC 842,Arrived,Toronto,2022-06-08 11:10+02:00,Air Canada
1252,EDDS,AC 7367,Canceled,Torino,2022-06-08 11:35+02:00,Air Canada
